Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,index,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24,others,Spayed Female,24,0.0,163,PM,2017-11-20,0.21691973969631237,1.0,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,164,PM,2015-10-27,0.21691973969631237,0.54,Quarter 3,21.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,165,PM,2017-12-16,0.38461538461538464,0.54,Quarter 3,5.0
Lago Vista (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,166,PM,2015-05-24,0.21691973969631237,0.54,Quarter 2,4.0
Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,120,Domestic Shorthair Mix,Spayed Female,120,0.0,167,PM,2019-07-13,0.38461538461538464,1.0,Quarter 2,15.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,1,0.0,168,PM,2014-07-29,0.38461538461538464,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,Labrador Retriever Mix,Spayed Female,5,0.0,169,PM,2016-11-16,2.0,0.54,Quarter 3,6.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,German Shepherd,Neutered Male,24,0.0,170,PM,2014-02-09,20.0,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Cat,Spayed Female,132,Domestic Shorthair Mix,Spayed Female,132,1.0,171,PM,2014-07-13,0.38461538461538464,0.9,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,172,PM,2014-09-21,0.21691973969631237,0.54,Quarter 3,101.0
Travis (TX),Owner Surrender,Normal,Dog,Intact Female,6,others,Intact Female,7,0.0,173,PM,2019-09-15,0.21691973969631237,0.6,Quarter 3,14.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,others,Unknown,24,1.0,174,AM,2014-04-11,0.21691973969631237,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Spayed Female,36,others,Spayed Female,36,0.0,175,AM,2014-12-20,0.21691973969631237,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,3,Domestic Shorthair Mix,Neutered Male,4,0.0,176,PM,2014-07-24,0.38461538461538464,0.54,Quarter 2,21.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,177,PM,2014-12-13,0.21691973969631237,0.8,Quarter 3,14.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,178,PM,2017-06-04,0.21691973969631237,0.48,Quarter 2,4.0
Pflugerville (TX),Public Assist,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,179,PM,2014-07-09,0.38461538461538464,0.48,Quarter 2,21.0
Austin (TX),Stray,Normal,Dog,Spayed Female,96,others,Spayed Female,96,0.0,180,PM,2013-10-20,0.21691973969631237,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,5,Pit Bull Mix,Intact Male,5,0.0,181,PM,2015-06-30,1.5384615384615385,0.54,Quarter 2,6.0
Jonestown (TX),Stray,Normal,Cat,Spayed Female,96,Domestic Medium Hair Mix,Spayed Female,96,1.0,182,PM,2015-12-17,2.857142857142857,0.9,Quarter 3,177.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Intact Male,2,0.0,183,PM,2015-05-17,1.694915254237288,0.48,Quarter 2,1.0
Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,6,others,Neutered Male,6,0.0,184,PM,2017-06-02,0.21691973969631237,1.0,Quarter 2,1.0
Bee Cave (TX),Stray,Normal,Dog,Intact Male,36,others,Intact Male,36,0.0,185,PM,2017-01-10,0.21691973969631237,0.54,Quarter 1,2.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Intact Male,1,0.0,186,AM,2015-01-08,1.694915254237288,0.54,Quarter 1,11.0
Austin (TX),Stray,Injured,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,1.0,187,PM,2018-05-07,0.38461538461538464,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,German Shepherd Mix,Spayed Female,1,0.0,188,PM,2018-07-20,4.166666666666666,0.54,Quarter 2,4.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,48,others,Neutered Male,48,0.0,189,AM,2013-12-21,0.21691973969631237,0.8,Quarter 3,15.0
Del Valle (TX),Stray,Nursing,Dog,Intact Male,0,Labrador Retriever Mix,Neutered Male,1,0.0,190,AM,2017-09-13,2.0,0.43200000000000005,Quarter 3,56.0
Austin (TX),Stray,Normal,Cat,Intact Female,2,Domestic Shorthair Mix,Spayed Female,3,0.0,191,PM,2015-07-25,0.38461538461538464,0.54,Quarter 2,14.0
Travis (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,192,PM,2017-05-15,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4,others,Neutered Male,4,0.0,193,PM,2014-08-10,0.21691973969631237,0.6,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,96,others,Intact Female,96,0.0,194,AM,2014-06-26,0.21691973969631237,0.54,Quarter 2,2.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,195,PM,2017-12-05,0.21691973969631237,0.6,Quarter 3,3.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,1.0,196,PM,2015-05-10,0.38461538461538464,0.54,Quarter 2,7.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Chihuahua Shorthair Mix,Neutered Male,24,0.0,197,AM,2017-11-13,1.694915254237288,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Neutered Male,1,0.0,198,PM,2016-05-16,1.694915254237288,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,120,others,Neutered Male,120,0.0,199,PM,2019-04-11,0.21691973969631237,1.0,Quarter 1,91.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,2,0.0,200,PM,2013-11-12,0.38461538461538464,0.54,Quarter 3,19.0
Del Valle (TX),Stray,Normal,Dog,Neutered Male,24,Miniature Poodle Mix,Neutered Male,24,0.0,201,PM,2014-01-28,7.6923076923076925,0.9,Quarter 1,8.0
Austin (TX),Stray,Injured,Dog,Intact Male,24,others,Neutered Male,24,0.0,202,PM,2015-05-30,0.21691973969631237,0.10800000000000001,Quarter 2,6.0
Austin (TX),Stray,Normal,Dog,Spayed Female,84,German Shepherd Mix,Spayed Female,84,0.0,203,PM,2013-10-01,4.166666666666666,0.9,Quarter 3,1.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,60,Labrador Retriever Mix,Spayed Female,60,0.0,204,PM,2014-10-02,2.0,1.0,Quarter 3,63.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,others,Intact Male,1,0.0,205,PM,2019-06-09,0.21691973969631237,0.54,Quarter 2,19.0
Travis (TX),Stray,Injured,Dog,Intact Female,24,Pit Bull Mix,Intact Female,24,0.0,206,AM,2018-06-23,1.5384615384615385,0.10800000000000001,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3,Domestic Shorthair Mix,Spayed Female,3,0.0,207,PM,2018-08-20,0.38461538461538464,0.6,Quarter 2,5.0
Austin (TX),Stray,Normal,Dog,Neutered Male,132,others,Neutered Male,132,0.0,208,AM,2016-11-21,0.21691973969631237,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,209,PM,2015-12-18,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Shorthair Mix,Intact Female,24,0.0,210,PM,2013-11-12,0.38461538461538464,0.54,Quarter 3,2.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Spayed Female,1,0.0,211,PM,2017-03-07,1.694915254237288,0.54,Quarter 1,5.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,212,PM,2014-08-15,0.21691973969631237,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Labrador Retriever Mix,Intact Male,1,0.0,213,PM,2013-10-16,2.0,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,214,PM,2015-09-02,0.21691973969631237,0.54,Quarter 3,1.0
Leander (TX),Owner Surrender,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,215,PM,2018-02-20,0.21691973969631237,0.6,Quarter 1,5.0
Austin (TX),Stray,Nursing,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,216,PM,2016-06-24,0.38461538461538464,0.43200000000000005,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,96,others,Neutered Male,96,0.0,217,AM,2014-05-19,0.21691973969631237,0.9,Quarter 2,0.0
Austin (TX),Stray,Injured,Dog,Intact Male,24,others,Intact Male,24,0.0,218,PM,2017-03-01,0.21691973969631237,0.10800000000000001,Quarter 1,9.0
Austin (TX),Stray,Normal,Dog,Intact Male,0,others,Neutered Male,1,0.0,219,PM,2014-09-17,0.21691973969631237,0.54,Quarter 3,59.0
Austin (TX),Stray,Normal,Dog,Neutered Male,60,others,Neutered Male,60,0.0,220,PM,2013-10-18,0.21691973969631237,0.9,Quarter 3,7.0
Austin (TX),Stray,Normal,Dog,Intact Female,36,others,Spayed Female,36,0.0,221,AM,2015-06-12,0.21691973969631237,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,36,others,Spayed Female,36,0.0,222,PM,2016-05-12,0.21691973969631237,0.6,Quarter 2,2.0
Travis (TX),Stray,Normal,Cat,Unknown,0,Domestic Shorthair Mix,Unknown,0,0.0,223,PM,2017-07-27,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Travis (TX),Stray,Normal,Dog,Intact Female,1,German Shepherd Mix,Intact Female,1,0.0,224,AM,2018-08-17,4.166666666666666,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Neutered Male,1,0.0,225,PM,2019-04-27,1.694915254237288,0.54,Quarter 1,7.0
Austin (TX),Stray,Normal,Dog,Intact Male,84,others,Intact Male,84,0.0,226,PM,2016-01-13,0.21691973969631237,0.54,Quarter 1,0.0
Austin (TX),Wildlife,Sick,Other,Unknown,1,Bat,Unknown,0,1.0,227,AM,2019-09-03,6.666666666666667,0.0,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,228,PM,2017-08-04,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,48,Chihuahua Shorthair Mix,Spayed Female,48,0.0,229,PM,2015-12-05,1.694915254237288,1.0,Quarter 3,2.0
Travis (TX),Stray,Normal,Dog,Spayed Female,132,Chihuahua Shorthair Mix,Spayed Female,132,0.0,230,PM,2018-11-17,1.694915254237288,0.9,Quarter 3,1.0
Travis (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,24,0.0,231,PM,2015-08-25,0.21691973969631237,0.54,Quarter 2,209.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,84,others,Neutered Male,84,0.0,232,AM,2017-03-16,0.21691973969631237,1.0,Quarter 1,29.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,7,0.0,233,PM,2014-05-31,0.38461538461538464,0.54,Quarter 2,182.0
Austin (TX),Stray,Normal,Dog,Intact Female,24,Labrador Retriever Mix,Spayed Female,24,0.0,234,PM,2017-03-28,2.0,0.54,Quarter 1,19.0
Del Valle (TX),Stray,Sick,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,235,PM,2018-05-12,0.38461538461538464,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,24,Chihuahua Shorthair Mix,Spayed Female,24,0.0,236,AM,2014-01-18,1.694915254237288,0.54,Quarter 1,7.0
Austin (TX),Stray,Normal,Cat,Spayed Female,24,others,Spayed Female,24,0.0,237,PM,2019-10-19,0.21691973969631237,0.9,Quarter 3,79.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,238,PM,2016-08-23,0.38461538461538464,0.54,Quarter 2,31.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,96,others,Spayed Female,96,0.0,239,AM,2015-08-26,0.21691973969631237,1.0,Quarter 2,53.0
Austin (TX),Stray,Normal,Dog,Spayed Female,132,Labrador Retriever Mix,Spayed Female,132,0.0,240,PM,2017-03-16,2.0,0.9,Quarter 1,3.0
Austin (TX),Owner Surrender,Normal,Other,Intact Male,2,others,Intact Male,3,0.0,241,PM,2019-07-29,0.21691973969631237,0.18,Quarter 2,15.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,1,0.0,242,PM,2015-06-28,0.21691973969631237,0.54,Quarter 2,25.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,243,PM,2019-02-06,0.21691973969631237,1.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,96,others,Neutered Male,96,0.0,244,PM,2018-05-28,0.21691973969631237,0.54,Quarter 2,15.0
Austin (TX),Stray,Normal,Other,Unknown,1,others,Unknown,1,0.0,245,PM,2019-07-09,0.21691973969631237,0.10800000000000001,Quarter 2,2.0
Austin (TX),Stray,Normal,Cat,Intact Male,3,Domestic Shorthair Mix,Neutered Male,4,0.0,246,AM,2018-03-16,0.38461538461538464,0.54,Quarter 1,4.0
Austin (TX),Stray,Injured,Dog,Intact Female,5,Pit Bull Mix,Intact Female,5,0.0,247,AM,2018-03-09,1.5384615384615385,0.10800000000000001,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,9,others,Neutered Male,9,0.0,248,PM,2016-03-15,0.21691973969631237,0.9,Quarter 1,6.0
Austin (TX),Stray,Normal,Dog,Intact Male,84,others,Intact Male,84,0.0,249,PM,2014-12-29,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,48,others,Intact Female,48,0.0,250,PM,2018-11-05,0.21691973969631237,0.54,Quarter 3,0.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,251,PM,2018-07-04,0.21691973969631237,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,2,0.0,252,PM,2014-07-06,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,253,PM,2017-04-11,0.21691973969631237,0.54,Quarter 1,5.0
Austin (TX),Stray,Injured,Cat,Intact Male,60,others,Intact Male,60,1.0,254,PM,2015-02-03,0.21691973969631237,0.10800000000000001,Quarter 1,0.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,72,others,Neutered Male,72,0.0,255,PM,2018-08-20,0.21691973969631237,0.8,Quarter 2,4.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,24,Pit Bull Mix,Neutered Male,24,0.0,256,PM,2013-11-26,1.5384615384615385,0.8,Quarter 3,10.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Intact Male,1,0.0,257,PM,2019-02-20,0.21691973969631237,0.54,Quarter 1,3.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,258,PM,2016-05-17,0.38461538461538464,0.54,Quarter 2,46.0
Austin (TX),Stray,Normal,Cat,Intact Female,60,Domestic Medium Hair Mix,Intact Female,60,0.0,259,PM,2017-03-21,2.857142857142857,0.54,Quarter 1,2.0
Austin (TX),Stray,Normal,Cat,Neutered Male,36,others,Neutered Male,36,0.0,260,PM,2019-11-03,0.21691973969631237,0.9,Quarter 3,17.0
Austin (TX),Stray,Normal,Dog,Neutered Male,36,Chihuahua Shorthair Mix,Neutered Male,36,0.0,261,PM,2017-05-30,1.694915254237288,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,24,others,Intact Female,24,0.0,262,AM,2017-10-04,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Wildlife,Injured,Other,Unknown,1,Bat,Unknown,1,1.0,263,AM,2019-03-16,6.666666666666667,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Unknown,6,Domestic Medium Hair Mix,Unknown,6,0.0,264,AM,2014-01-11,2.857142857142857,0.36000000000000004,Quarter 1,2.0
Austin (TX),Stray,Normal,Dog,Intact Male,84,Labrador Retriever Mix,Intact Male,84,0.0,265,AM,2014-08-31,2.0,0.54,Quarter 2,11.0
Travis (TX),Stray,Normal,Cat,Intact Female,3,others,Intact Female,3,0.0,266,AM,2019-09-16,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,267,AM,2015-02-26,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Neutered Male,2,0.0,268,AM,2017-05-21,2.857142857142857,0.54,Quarter 2,41.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,4,0.0,269,PM,2018-11-15,0.38461538461538464,0.54,Quarter 3,93.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Shorthair Mix,Intact Female,24,0.0,270,PM,2019-04-20,0.38461538461538464,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,271,PM,2019-06-08,0.21691973969631237,0.54,Quarter 2,20.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,272,AM,2019-06-24,0.38461538461538464,0.54,Quarter 2,40.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24,others,Spayed Female,24,0.0,273,PM,2014-03-18,0.21691973969631237,1.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,274,AM,2016-06-20,0.38461538461538464,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Dog,Intact Male,4,others,Neutered Male,5,0.0,275,PM,2019-06-19,0.21691973969631237,0.54,Quarter 2,10.0
Manor (TX),Stray,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Intact Male,1,0.0,276,PM,2017-08-17,2.857142857142857,0.54,Quarter 2,8.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,120,others,Intact Male,120,0.0,277,PM,2020-01-22,0.21691973969631237,0.48,Quarter 1,9.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,36,Chihuahua Shorthair Mix,Spayed Female,36,0.0,278,PM,2015-07-30,1.694915254237288,0.6,Quarter 2,4.0
Austin (TX),Stray,Injured,Cat,Neutered Male,48,others,Neutered Male,48,0.0,279,AM,2018-07-03,0.21691973969631237,0.18000000000000002,Quarter 2,32.0
Austin (TX),Wildlife,Normal,Other,Unknown,6,others,Unknown,6,1.0,280,PM,2015-02-23,0.21691973969631237,0.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,60,others,Neutered Male,60,0.0,281,PM,2014-02-09,0.21691973969631237,0.54,Quarter 1,2.0
Austin (TX),Stray,Injured,Cat,Neutered Male,48,Domestic Medium Hair Mix,Neutered Male,48,1.0,282,AM,2015-05-06,2.857142857142857,0.18000000000000002,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,283,AM,2018-10-27,0.21691973969631237,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,3,0.0,284,PM,2019-01-30,0.21691973969631237,0.54,Quarter 1,63.0
Austin (TX),Stray,Nursing,Cat,Intact Male,0,Domestic Shorthair Mix,Neutered Male,2,0.0,285,PM,2018-04-22,0.38461538461538464,0.43200000000000005,Quarter 1,62.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Miniature Poodle Mix,Neutered Male,24,0.0,286,AM,2018-03-17,7.6923076923076925,0.54,Quarter 1,8.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,5,0.0,287,AM,2018-11-29,0.21691973969631237,0.54,Quarter 3,131.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Labrador Retriever Mix,Intact Female,1,0.0,288,AM,2017-08-06,2.0,0.54,Quarter 2,2.0
Austin (TX),Stray,Normal,Dog,Neutered Male,84,others,Neutered Male,84,0.0,289,PM,2018-07-09,0.21691973969631237,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Spayed Female,6,Domestic Shorthair Mix,Spayed Female,6,0.0,290,PM,2014-02-22,0.38461538461538464,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,6,Domestic Shorthair Mix,Spayed Female,6,0.0,291,PM,2014-11-08,0.38461538461538464,0.54,Quarter 3,3.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,292,AM,2015-06-22,0.38461538461538464,0.43200000000000005,Quarter 2,7.0
Outside Jurisdiction,Public Assist,Normal,Dog,Unknown,2,Labrador Retriever Mix,Unknown,3,0.0,293,PM,2017-09-07,2.0,0.32000000000000006,Quarter 3,32.0
Travis (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,3,0.0,294,PM,2019-10-11,0.38461538461538464,0.54,Quarter 3,62.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Intact Male,3,0.0,295,AM,2015-07-04,0.38461538461538464,0.54,Quarter 2,11.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,296,PM,2016-05-02,0.21691973969631237,0.0,Quarter 2,1.0
Austin (TX),Stray,Injured,Dog,Intact Male,1,Chihuahua Shorthair Mix,Intact Male,1,0.0,297,PM,2015-10-30,1.694915254237288,0.10800000000000001,Quarter 3,6.0
Austin (TX),Owner Surrender,Sick,Dog,Intact Female,144,Chihuahua Shorthair Mix,Intact Female,144,1.0,298,AM,2019-05-03,1.694915254237288,0.12,Quarter 2,1.0
Travis (TX),Stray,Normal,Dog,Spayed Female,6,others,Spayed Female,6,0.0,299,PM,2014-10-14,0.21691973969631237,0.9,Quarter 3,4.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,300,AM,2018-02-22,0.21691973969631237,0.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,301,PM,2018-10-22,0.38461538461538464,0.54,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24,others,Spayed Female,24,0.0,302,PM,2014-03-31,0.21691973969631237,1.0,Quarter 1,12.0
Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,24,others,Neutered Male,24,0.0,303,AM,2019-10-29,0.21691973969631237,1.0,Quarter 3,33.0
Lago Vista (TX),Stray,Normal,Cat,Intact Male,6,Domestic Shorthair Mix,Neutered Male,8,0.0,304,PM,2018-06-13,0.38461538461538464,0.54,Quarter 2,51.0
Austin (TX),Stray,Normal,Cat,Spayed Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,305,AM,2016-11-30,0.38461538461538464,0.9,Quarter 3,24.0
Austin (TX),Stray,Sick,Dog,Intact Male,1,Labrador Retriever Mix,Intact Male,1,0.0,306,AM,2015-08-12,2.0,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,307,PM,2015-02-25,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24,others,Spayed Female,24,0.0,308,PM,2019-12-27,0.21691973969631237,1.0,Quarter 3,3.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,309,PM,2018-01-23,0.38461538461538464,1.0,Quarter 1,1.0
Austin (TX),Stray,Aged,Dog,Neutered Male,120,others,Neutered Male,120,0.0,310,AM,2018-05-30,0.21691973969631237,0.63,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Spayed Female,1,0.0,311,PM,2019-03-18,1.694915254237288,0.54,Quarter 1,24.0
Austin (TX),Wildlife,Normal,Other,Unknown,36,others,Unknown,36,1.0,312,PM,2014-12-02,0.21691973969631237,0.0,Quarter 3,0.0
Del Valle (TX),Owner Surrender,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,313,AM,2014-05-31,0.38461538461538464,0.6,Quarter 2,3.0
Travis (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,314,PM,2017-12-01,0.38461538461538464,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Other,Unknown,5,others,Unknown,5,0.0,315,PM,2014-06-27,0.21691973969631237,0.10800000000000001,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,Pit Bull Mix,Neutered Male,1,0.0,316,PM,2016-04-21,1.5384615384615385,1.0,Quarter 1,4.0
Austin (TX),Public Assist,Normal,Cat,Neutered Male,36,Domestic Shorthair Mix,Neutered Male,36,0.0,317,PM,2016-10-03,0.38461538461538464,0.8,Quarter 3,7.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,318,PM,2016-03-14,0.21691973969631237,0.48,Quarter 1,12.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Pit Bull Mix,Neutered Male,24,0.0,319,AM,2019-12-14,1.5384615384615385,0.54,Quarter 3,9.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Intact Male,1,0.0,320,PM,2014-12-28,2.857142857142857,0.54,Quarter 3,1.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,321,PM,2016-04-06,6.666666666666667,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,322,AM,2016-08-04,0.21691973969631237,0.54,Quarter 2,44.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,323,PM,2018-02-16,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Medium Hair Mix,Spayed Female,2,0.0,324,PM,2015-06-22,2.857142857142857,0.54,Quarter 2,8.0
Austin (TX),Stray,Sick,Dog,Intact Female,4,Chihuahua Shorthair Mix,Intact Female,4,1.0,325,AM,2018-09-23,1.694915254237288,0.10800000000000001,Quarter 3,0.0
Travis (TX),Stray,Normal,Dog,Intact Male,5,Labrador Retriever Mix,Neutered Male,6,0.0,326,PM,2017-03-18,2.0,0.54,Quarter 1,6.0
