Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,binary_outcome,intake_am_pm,intake_time
Austin (TX),Stray,Normal,Intact Female,24,Cat,Intact Female,24,Domestic Shorthair,0.0,PM,2019-04-04
Austin (TX),Owner Surrender,Normal,Spayed Female,108,Cat,Spayed Female,108,Domestic Medium Hair,0.0,PM,2018-05-30
Austin (TX),Stray,Normal,Intact Female,2,Dog,Intact Female,2,Chihuahua Shorthair,0.0,AM,2017-09-29
Austin (TX),Stray,Normal,Intact Male,4,Cat,Neutered Male,4,Domestic Shorthair,0.0,PM,2016-08-19
Austin (TX),Stray,Injured,Neutered Male,72,Dog,Neutered Male,72,Labrador Retriever,0.0,PM,2017-01-21
Austin (TX),Stray,Normal,Neutered Male,1,Cat,Neutered Male,24,Domestic Shorthair,0.0,AM,2014-04-05
Travis (TX),Owner Surrender,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2016-10-12
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-04-03
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2019-04-20
Austin (TX),Stray,Normal,Neutered Male,96,Dog,Neutered Male,96,rare_dog,0.0,PM,2015-08-31
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,AM,2015-11-04
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Labrador Retriever,0.0,AM,2017-01-14
Travis (TX),Stray,Sick,Intact Female,1,Cat,Intact Female,1,Siamese,0.0,AM,2019-06-12
Travis (TX),Stray,Nursing,Intact Male,8,Dog,Intact Male,9,German Shepherd,0.0,PM,2015-06-13
Austin (TX),Stray,Injured,Intact Male,4,Cat,Neutered Male,4,Siamese,0.0,PM,2015-12-13
Austin (TX),Owner Surrender,Normal,Neutered Male,72,Dog,Neutered Male,72,rare_dog,0.0,PM,2018-11-27
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,rare_dog,0.0,AM,2015-06-09
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2019-09-20
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Medium Hair,0.0,AM,2018-01-05
Travis (TX),Stray,Nursing,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-07-22
Austin (TX),Owner Surrender,Normal,Intact Male,10,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2016-09-23
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,rare_dog,0.0,PM,2013-11-02
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,Chihuahua Shorthair,0.0,PM,2013-12-20
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2016-08-23
Austin (TX),Owner Surrender,Normal,Intact Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2015-04-27
Austin (TX),Stray,Normal,Intact Female,2,Dog,Spayed Female,2,rare_dog,0.0,PM,2019-02-13
Austin (TX),Stray,Normal,Spayed Female,4,Cat,Spayed Female,4,Domestic Shorthair,0.0,AM,2017-12-28
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Miniature Schnauzer,0.0,AM,2013-12-06
Austin (TX),Stray,Normal,Intact Female,9,Dog,Spayed Female,10,rare_dog,0.0,PM,2018-05-22
Austin (TX),Public Assist,Normal,Intact Male,4,Dog,Intact Male,4,Dachshund,0.0,PM,2017-03-15
Pflugerville (TX),Owner Surrender,Normal,Spayed Female,72,Dog,Spayed Female,72,rare_dog,0.0,AM,2014-12-13
Austin (TX),Owner Surrender,Normal,Spayed Female,60,Cat,Spayed Female,60,Domestic Shorthair,0.0,PM,2018-03-18
Del Valle (TX),Stray,Nursing,Intact Female,0,Dog,Spayed Female,2,Cairn Terrier,0.0,AM,2018-07-03
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-05-12
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-03-27
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Medium Hair,0.0,PM,2019-06-01
Austin (TX),Stray,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,AM,2014-05-26
Austin (TX),Stray,Normal,Spayed Female,6,Dog,Spayed Female,6,German Shepherd,0.0,PM,2015-11-22
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2016-10-18
Austin (TX),Stray,Normal,Intact Female,96,Dog,Intact Female,96,rare_dog,0.0,PM,2017-02-05
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2015-06-13
Austin (TX),Owner Surrender,Normal,Intact Female,2,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2016-07-17
Austin (TX),Owner Surrender,Normal,Spayed Female,36,Dog,Spayed Female,36,Australian Shepherd,0.0,AM,2018-11-10
Austin (TX),Stray,Normal,Neutered Male,84,Dog,Neutered Male,84,Dachshund,0.0,AM,2015-08-24
Manor (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Pointer,0.0,PM,2015-05-19
Austin (TX),Stray,Normal,Intact Female,24,Dog,Intact Female,24,Chihuahua Shorthair,0.0,AM,2017-10-13
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,Pit Bull,0.0,PM,2019-10-14
Austin (TX),Owner Surrender,Normal,Spayed Female,36,Cat,Spayed Female,36,Domestic Shorthair,0.0,PM,2016-03-31
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2017-05-13
Austin (TX),Stray,Normal,Unknown,24,Other,Unknown,24,Raccoon,1.0,PM,2017-02-23
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2018-04-20
Travis (TX),Stray,Injured,Unknown,24,Cat,Unknown,24,Domestic Shorthair,1.0,PM,2015-04-03
Austin (TX),Stray,Nursing,Intact Female,0,Dog,Intact Female,0,Pit Bull,0.0,AM,2014-01-04
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,rare_dog,1.0,AM,2013-10-08
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2016-03-30
Austin (TX),Stray,Normal,Intact Male,144,Dog,Intact Male,144,Miniature Poodle,0.0,PM,2015-02-10
Austin (TX),Stray,Normal,Intact Male,5,Dog,Intact Male,5,German Shepherd,0.0,AM,2016-07-01
Austin (TX),Stray,Sick,Intact Male,1,Cat,Intact Male,1,Domestic Longhair,0.0,AM,2019-07-28
Austin (TX),Wildlife,Sick,Unknown,1,Other,Unknown,1,Raccoon,1.0,PM,2018-12-23
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Longhair,0.0,AM,2017-06-16
Travis (TX),Owner Surrender,Normal,Intact Male,48,Other,Neutered Male,48,rare,0.0,PM,2017-11-06
Austin (TX),Stray,Normal,Neutered Male,96,Other,Neutered Male,96,rare,0.0,PM,2020-01-25
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,rare_dog,0.0,PM,2019-02-18
Austin (TX),Stray,Normal,Unknown,24,Cat,Unknown,24,Domestic Longhair,0.0,PM,2014-07-29
Austin (TX),Owner Surrender,Normal,Intact Female,2,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2018-02-19
Austin (TX),Stray,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Longhair,0.0,PM,2014-08-04
Austin (TX),Stray,Normal,Intact Female,48,Dog,Spayed Female,48,Miniature Poodle,0.0,PM,2016-06-18
Travis (TX),Stray,Sick,Intact Male,2,Dog,Neutered Male,2,Labrador Retriever,0.0,PM,2015-04-20
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,AM,2016-10-30
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Medium Hair,0.0,AM,2020-01-25
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2014-04-04
Austin (TX),Owner Surrender,Normal,Neutered Male,180,Cat,Neutered Male,180,Domestic Shorthair,0.0,PM,2016-04-07
Austin (TX),Stray,Normal,Spayed Female,60,Dog,Spayed Female,60,Miniature Poodle,0.0,PM,2016-02-13
Austin (TX),Owner Surrender,Normal,Neutered Male,72,Dog,Neutered Male,72,Chihuahua Shorthair,0.0,AM,2017-04-05
Austin (TX),Owner Surrender,Normal,Intact Female,36,Other,Intact Female,36,rare,0.0,AM,2014-08-05
Austin (TX),Owner Surrender,Normal,Spayed Female,1,Dog,Spayed Female,1,German Shepherd,0.0,AM,2015-04-11
Austin (TX),Stray,Normal,Intact Female,10,Dog,Spayed Female,10,Chihuahua Longhair,0.0,PM,2018-02-11
Travis (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Labrador Retriever,0.0,AM,2016-11-04
Austin (TX),Owner Surrender,Normal,Spayed Female,108,Cat,Spayed Female,108,Domestic Shorthair,0.0,PM,2016-06-15
Austin (TX),Stray,Normal,Neutered Male,132,Dog,Neutered Male,132,Australian Shepherd,0.0,PM,2018-01-28
Austin (TX),Stray,Normal,Intact Male,96,Dog,Neutered Male,96,Dachshund,0.0,AM,2015-09-29
Austin (TX),Stray,Normal,Intact Female,0,Dog,Intact Female,1,Pit Bull,0.0,AM,2018-03-21
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2016-08-01
Manor (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,2,rare_dog,0.0,AM,2019-11-20
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,American Staffordshire Terrier,1.0,PM,2014-09-15
Austin (TX),Stray,Normal,Intact Male,1,Other,Neutered Male,1,rare,0.0,PM,2017-07-07
Manor (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Australian Cattle Dog,0.0,PM,2015-06-27
Austin (TX),Stray,Injured,Intact Male,24,Dog,Neutered Male,24,Pit Bull,0.0,PM,2014-02-09
Travis (TX),Owner Surrender,Normal,Intact Male,1,Cat,Intact Male,2,Domestic Medium Hair,0.0,PM,2019-06-10
Austin (TX),Stray,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2016-05-21
Travis (TX),Stray,Normal,Intact Male,2,Cat,Neutered Male,2,Domestic Shorthair,0.0,AM,2015-07-25
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2019-05-26
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,Miniature Poodle,0.0,PM,2018-01-18
Travis (TX),Stray,Nursing,Unknown,1,Dog,Unknown,1,Chihuahua Shorthair,0.0,PM,2018-03-09
Outside Jurisdiction,Public Assist,Normal,Intact Female,6,Dog,Intact Female,7,Labrador Retriever,0.0,PM,2017-09-03
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2019-12-29
Austin (TX),Stray,Sick,Intact Female,24,Dog,Spayed Female,24,Chihuahua Shorthair,0.0,PM,2014-09-21
Austin (TX),Owner Surrender,Normal,Intact Male,5,Cat,Intact Male,5,Domestic Shorthair,1.0,AM,2019-09-14
Austin (TX),Stray,Normal,Unknown,6,Cat,Unknown,6,Domestic Shorthair,0.0,PM,2019-02-06
Austin (TX),Owner Surrender,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,PM,2016-09-15
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,Pit Bull,0.0,AM,2013-12-28
Manor (TX),Owner Surrender,Normal,Intact Female,3,Cat,Spayed Female,3,Domestic Shorthair,0.0,PM,2015-06-22
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,2,Chihuahua Longhair,0.0,AM,2013-11-18
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Miniature Poodle,0.0,PM,2019-08-21
Austin (TX),Stray,Aged,Intact Male,60,Dog,Intact Male,60,Chihuahua Shorthair,0.0,PM,2016-01-18
Del Valle (TX),Stray,Other,Intact Male,120,Dog,Intact Male,120,rare_dog,1.0,PM,2013-10-11
Travis (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-04-21
Austin (TX),Owner Surrender,Normal,Intact Female,24,Dog,Intact Female,24,rare_dog,0.0,PM,2018-03-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2013-12-06
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2018-04-06
Travis (TX),Stray,Normal,Neutered Male,120,Dog,Neutered Male,120,Miniature Schnauzer,0.0,PM,2019-08-06
Travis (TX),Owner Surrender,Injured,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2017-05-11
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,AM,2017-08-24
Austin (TX),Stray,Injured,Intact Female,1,Cat,Spayed Female,1,Domestic Longhair,0.0,PM,2016-10-23
Travis (TX),Owner Surrender,Normal,Spayed Female,36,Dog,Spayed Female,36,Chihuahua Shorthair,0.0,PM,2019-09-21
Lago Vista (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Labrador Retriever,0.0,PM,2016-10-13
Austin (TX),Stray,Normal,Spayed Female,48,Dog,Spayed Female,48,rare_dog,0.0,AM,2014-10-25
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2015-09-06
Austin (TX),Stray,Normal,Intact Female,3,Cat,Spayed Female,3,Domestic Shorthair,0.0,AM,2016-07-28
Austin (TX),Owner Surrender,Normal,Neutered Male,11,Dog,Neutered Male,11,Pit Bull,0.0,PM,2016-11-22
Austin (TX),Stray,Normal,Spayed Female,132,Dog,Spayed Female,132,rare_dog,0.0,PM,2017-08-07
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,AM,2016-06-11
Bee Cave (TX),Stray,Normal,Intact Male,48,Dog,Neutered Male,48,Jack Russell Terrier,0.0,PM,2015-05-06
Austin (TX),Stray,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,AM,2015-09-10
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2018-01-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-07-03
Austin (TX),Owner Surrender,Normal,Spayed Female,72,Dog,Spayed Female,72,Pit Bull,1.0,AM,2014-01-25
Austin (TX),Owner Surrender,Normal,Intact Female,4,Dog,Intact Female,5,rare_dog,0.0,AM,2019-05-11
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,24,Domestic Shorthair,0.0,PM,2019-01-09
Travis (TX),Stray,Nursing,Intact Female,24,Dog,Spayed Female,24,Pit Bull,0.0,AM,2016-05-21
Austin (TX),Owner Surrender,Sick,Spayed Female,7,Cat,Spayed Female,7,Domestic Shorthair,0.0,PM,2019-01-18
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,Chihuahua Shorthair,0.0,PM,2017-08-02
Austin (TX),Owner Surrender,Sick,Neutered Male,1,Dog,Neutered Male,1,Pit Bull,0.0,AM,2016-12-11
Austin (TX),Public Assist,Nursing,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2019-07-06
Austin (TX),Public Assist,Sick,Intact Male,1,Cat,Intact Male,1,Siamese,0.0,AM,2016-08-13
Austin (TX),Owner Surrender,Normal,Spayed Female,48,Dog,Spayed Female,48,Pit Bull,0.0,PM,2017-08-24
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2015-09-10
Austin (TX),Stray,Injured,Intact Female,2,Cat,Spayed Female,6,Domestic Shorthair,0.0,PM,2019-05-11
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,rare_dog,0.0,AM,2019-12-09
Travis (TX),Owner Surrender,Normal,Neutered Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,AM,2017-04-25
Austin (TX),Owner Surrender,Normal,Intact Female,2,Dog,Spayed Female,2,rare_dog,0.0,PM,2018-07-10
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Medium Hair,0.0,PM,2014-07-15
Austin (TX),Owner Surrender,Normal,Intact Male,1,Dog,Neutered Male,2,Chihuahua Shorthair,0.0,AM,2019-05-01
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2017-10-25
Austin (TX),Stray,Normal,Neutered Male,108,Dog,Neutered Male,108,rare_dog,0.0,PM,2016-04-27
Austin (TX),Owner Surrender,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2014-02-19
Pflugerville (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2013-11-08
Austin (TX),Owner Surrender,Normal,Neutered Male,60,Dog,Neutered Male,60,German Shepherd,0.0,AM,2016-03-26
Austin (TX),Stray,Normal,Neutered Male,72,Dog,Neutered Male,72,rare_dog,0.0,PM,2020-01-19
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,Labrador Retriever,0.0,AM,2017-01-15
Austin (TX),Stray,Normal,Intact Male,0,Cat,Intact Male,0,Domestic Shorthair,0.0,AM,2016-04-28
Austin (TX),Public Assist,Normal,Neutered Male,60,Dog,Neutered Male,72,Chihuahua Shorthair,0.0,PM,2017-12-24
Austin (TX),Stray,Normal,Spayed Female,48,Cat,Spayed Female,48,Domestic Shorthair,0.0,PM,2017-07-16
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2014-02-10
Pflugerville (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2015-07-22
Austin (TX),Owner Surrender,Normal,Spayed Female,7,Dog,Spayed Female,7,Labrador Retriever,0.0,AM,2016-04-19
Austin (TX),Stray,Normal,Intact Female,11,Cat,Intact Female,11,Domestic Shorthair,0.0,PM,2018-06-13
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2017-05-18
Austin (TX),Stray,Normal,Spayed Female,168,Dog,Spayed Female,168,Miniature Schnauzer,0.0,PM,2019-04-08
Manor (TX),Public Assist,Sick,Neutered Male,96,Dog,Neutered Male,96,Miniature Schnauzer,0.0,AM,2015-07-06
Austin (TX),Stray,Normal,Neutered Male,7,Cat,Neutered Male,8,Domestic Shorthair,0.0,AM,2018-10-09
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,rare_dog,0.0,PM,2019-02-21
Austin (TX),Stray,Nursing,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2019-03-20
Austin (TX),Owner Surrender,Normal,Intact Female,6,Dog,Intact Female,7,Pit Bull,0.0,AM,2017-06-29
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2017-05-26
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2014-06-01
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2017-11-30
Travis (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,Chihuahua Shorthair,1.0,PM,2013-10-14
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2015-08-07
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,3,Domestic Shorthair,0.0,PM,2016-05-31
Austin (TX),Stray,Normal,Intact Male,96,Dog,Neutered Male,96,German Shepherd,0.0,PM,2016-01-05
Austin (TX),Stray,Normal,Intact Female,0,Cat,Spayed Female,3,rare_cat,0.0,PM,2014-07-04
Austin (TX),Stray,Normal,Intact Male,0,Cat,Intact Male,2,Domestic Shorthair,0.0,PM,2014-03-17
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,PM,2014-06-15
Austin (TX),Owner Surrender,Normal,Spayed Female,7,Dog,Spayed Female,8,rare_dog,0.0,PM,2017-02-02
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,1.0,PM,2015-06-01
Austin (TX),Owner Surrender,Normal,Spayed Female,144,Dog,Spayed Female,144,rare_dog,0.0,PM,2018-04-07
Austin (TX),Wildlife,Injured,Intact Female,1,Other,Intact Female,1,rare,1.0,PM,2015-03-22
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Raccoon,1.0,PM,2014-11-29
Austin (TX),Stray,Normal,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2016-04-23
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,Chihuahua Shorthair,0.0,AM,2017-09-18
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Neutered Male,24,Pit Bull,0.0,PM,2019-03-28
Austin (TX),Stray,Normal,Intact Male,4,Dog,Intact Male,5,Catahoula,0.0,AM,2018-11-25
Austin (TX),Owner Surrender,Normal,Neutered Male,2,Dog,Neutered Male,2,Australian Cattle Dog,0.0,PM,2015-10-30
Austin (TX),Stray,Other,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,AM,2018-05-11
Austin (TX),Owner Surrender,Normal,Intact Female,2,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2017-01-16
Austin (TX),Stray,Injured,Intact Female,1,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2019-10-13
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,Chihuahua Longhair,0.0,PM,2014-09-19
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,Boxer,0.0,PM,2015-06-15
Austin (TX),Owner Surrender,Normal,Spayed Female,156,Cat,Spayed Female,168,Domestic Longhair,0.0,AM,2014-02-11
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,Pit Bull,0.0,PM,2019-04-20
Austin (TX),Wildlife,Normal,Unknown,5,Other,Unknown,5,Bat,1.0,PM,2014-08-03
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Australian Cattle Dog,0.0,PM,2019-09-03
Lago Vista (TX),Stray,Nursing,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2014-04-27
Austin (TX),Stray,Normal,Intact Female,2,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2015-08-26
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Labrador Retriever,0.0,PM,2016-07-09
Travis (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2016-10-20
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2019-05-30
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Longhair,0.0,AM,2018-06-08
Austin (TX),Stray,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2015-02-16
Austin (TX),Stray,Nursing,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-10-23
Leander (TX),Owner Surrender,Normal,Intact Female,2,Dog,Spayed Female,2,Pit Bull,0.0,PM,2014-09-08
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2018-05-26
Austin (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2017-11-04
Pflugerville (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,4,Labrador Retriever,0.0,PM,2017-04-07
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,Catahoula,0.0,PM,2016-10-01
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,German Shepherd,0.0,PM,2017-12-07
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,Labrador Retriever,0.0,PM,2014-07-21
Austin (TX),Owner Surrender,Normal,Neutered Male,36,Dog,Neutered Male,36,Chihuahua Longhair,0.0,AM,2016-05-25
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,8,Domestic Shorthair,0.0,PM,2015-05-21
Austin (TX),Stray,Nursing,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2016-05-01
Austin (TX),Wildlife,Sick,Unknown,1,Other,Unknown,1,rare,1.0,PM,2014-03-22
Austin (TX),Stray,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2019-12-31
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Intact Male,24,Pit Bull,0.0,PM,2014-08-06
Austin (TX),Owner Surrender,Normal,Intact Female,3,Cat,Spayed Female,5,Domestic Shorthair,0.0,AM,2016-07-11
Austin (TX),Stray,Injured,Intact Female,24,Cat,Intact Female,24,Domestic Shorthair,1.0,AM,2015-11-08
Austin (TX),Stray,Injured,Intact Male,4,Dog,Neutered Male,5,Jack Russell Terrier,0.0,PM,2017-06-03
Austin (TX),Stray,Normal,Intact Male,36,Dog,Neutered Male,36,Pit Bull,0.0,PM,2013-10-08
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-02-25
Austin (TX),Owner Surrender,Normal,Spayed Female,1,Dog,Spayed Female,1,rare_dog,0.0,AM,2019-08-04
Travis (TX),Stray,Normal,Intact Female,11,Dog,Intact Female,1,Australian Shepherd,0.0,PM,2015-12-02
Austin (TX),Owner Surrender,Normal,Neutered Male,108,Dog,Neutered Male,108,Dachshund,0.0,PM,2018-08-18
Austin (TX),Wildlife,Normal,Unknown,24,Other,Unknown,24,Bat,1.0,PM,2017-03-16
Austin (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,AM,2017-10-22
Austin (TX),Owner Surrender,Normal,Intact Female,4,Cat,Spayed Female,4,Domestic Shorthair,0.0,PM,2019-12-02
Travis (TX),Stray,Sick,Intact Male,2,Cat,Intact Male,3,Domestic Shorthair,0.0,PM,2014-07-24
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2016-08-31
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2017-09-11
Austin (TX),Stray,Normal,Intact Male,10,Dog,Intact Male,10,Chihuahua Shorthair,0.0,PM,2016-05-11
Austin (TX),Stray,Sick,Spayed Female,60,Cat,Spayed Female,60,Domestic Shorthair,1.0,AM,2018-04-18
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2019-06-17
Austin (TX),Euthanasia Request,Sick,Intact Male,48,Dog,Intact Male,48,Pit Bull,1.0,AM,2015-08-08
Austin (TX),Owner Surrender,Normal,Neutered Male,10,Dog,Neutered Male,10,Chihuahua Shorthair,0.0,PM,2019-04-01
